poi_id,osm_type,osm_id,name,name_clean,category,subcategory,zone,latitude,longitude,amenity,tourism,shop,cuisine,opening_hours,phone,website,source,source_url,extracted_at,raw_tags,is_direct_competitor,is_food_alternative,is_demand_point,is_supporting_facility
OSM-1832,way,315366355,SMA Negeri 8 Yogyakarta,sma negeri 8 yogyakarta,school,amenity:school,Depok,-7.7997461,110.3956989,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""addr:city"": ""Yogyakarta"", ""addr:full"": ""Jl. Sidobali No. 1 Muja Muju Telp. 0274-513493 Yogyakarta 55165"", ""amenity"": ""school"", ""name"": ""SMA Negeri 8 Yogyakarta"", ""operator:type"": ""government"", ""school:type_idn"": ""sma"", ""source"": ""survey""}",false,false,true,false
OSM-1833,way,315366496,SMK Negeri 5 Yogyakarta,smk negeri 5 yogyakarta,school,amenity:school,Depok,-7.7994277,110.3951505,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""addr:city"": ""Yogyakarta"", ""addr:full"": ""Jl. Kenari No. 71 Muja Muju Umbulharjo Telp. 0274-513463 Fax. 0274-523203 Yogyakarta 55165"", ""amenity"": ""school"", ""name"": ""SMK Negeri 5 Yogyakarta"", ""operator:type"": ""government"", ""school:type_idn"": ""sma"", ""source"": ""survey""}",false,false,true,false
OSM-1834,way,315383285,Circle K,circle k,retail,shop:convenience,Depok/Ngaglik Selatan,-7.7371352,110.3936121,,,convenience,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:09:35.619220+00:00,"{""air_conditioning"": ""yes"", ""brand"": ""Circle K"", ""brand:wikidata"": ""Q3268010"", ""brand:wikipedia"": ""id:Circle K"", ""building"": ""yes"", ""currency:IDR"": ""yes"", ""name"": ""Circle K"", ""name:en"": ""Circle K"", ""name:ja"": ""サークルK"", ""owner"": ""PT. Circleka Indonesia Utama"", ""payment:cash"": ""yes"", ""shop"": ""convenience""}",false,false,false,true
OSM-1835,way,316770323,Indomaret,indomaret,retail,shop:convenience,Depok/Mlati,-7.7776218,110.384649,,,convenience,,,,https://www.klikindomaret.com,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Jalan Colombo"", ""air_conditioning"": ""yes"", ""branch"": ""Colombo"", ""brand"": ""Indomaret"", ""brand:wikidata"": ""Q4262825"", ""brand:wikipedia"": ""id:Indomaret"", ""building"": ""yes"", ""name"": ""Indomaret"", ""name:en"": ""Indomaret"", ""name:id"": ""Indomaret"", ""name:ja"": ""インドマレット"", ""operator"": ""PT. Indomarco Prismatama"", ""shop"": ""convenience"", ""toilets"": ""yes"", ""toilets:access"": ""permissive"", ""website"": ""https://www.klikindomaret.com""}",false,false,false,true
OSM-1836,way,316772103,SD Negeri Serayu,sd negeri serayu,school,amenity:school,Depok/Mlati,-7.7861615,110.3752536,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""access:roof"": ""yes"", ""addr:full"": ""Jalan Juadi No. 2"", ""amenity"": ""school"", ""building"": ""school"", ""building:condition"": ""good"", ""building:levels"": ""1"", ""building:material"": ""concrete"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""capacity:persons"": ""100-250"", ""name"": ""SD Negeri Serayu"", ""operator:type"": ""government"", ""school:type_idn"": ""sd"", ""source"": ""survey""}",false,false,true,false
OSM-1837,way,316823855,Indomaret,indomaret,retail,shop:convenience,Depok/Mlati/Ngaglik Selatan,-7.7340021,110.3898206,,,convenience,,,,https://www.klikindomaret.com,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:09:35.619220+00:00,"{""air_conditioning"": ""yes"", ""brand"": ""Indomaret"", ""brand:wikidata"": ""Q4262825"", ""brand:wikipedia"": ""id:Indomaret"", ""building"": ""yes"", ""name"": ""Indomaret"", ""name:en"": ""Indomaret"", ""name:id"": ""Indomaret"", ""name:ja"": ""インドマレット"", ""operator"": ""PT. Indomarco Prismatama"", ""shop"": ""convenience"", ""toilets"": ""yes"", ""toilets:access"": ""permissive"", ""website"": ""https://www.klikindomaret.com""}",false,false,false,true
OSM-1838,way,316824147,Kring Krong Foodcourt,kring krong foodcourt,restaurant,amenity:restaurant,Depok/Mlati/Ngaglik Selatan,-7.7339469,110.3891412,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:09:35.619220+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Kring Krong Foodcourt""}",false,true,false,false
OSM-1839,way,319259489,Bumbu Desa,bumbu desa,restaurant,amenity:restaurant,Depok/Mlati,-7.7802111,110.3771464,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Jalan Kartini"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Bumbu Desa""}",false,true,false,false
OSM-1840,way,319259491,Gado Gado dan Lotek Bu Bagyo,gado gado dan lotek bu bagyo,restaurant,amenity:restaurant,Depok/Mlati,-7.7803661,110.3785774,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Gado Gado dan Lotek Bu Bagyo""}",false,true,false,false
OSM-1841,way,319259493,Jeyahara,jeyahara,cafe,amenity:cafe,Depok/Mlati,-7.7809693,110.3758375,cafe,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Jalan Dewi Sartika"", ""amenity"": ""cafe"", ""building"": ""yes"", ""name"": ""Jeyahara""}",false,true,false,false
OSM-1842,way,319259497,SMP Muhammadiyah 10 Yogyakarta,smp muhammadiyah 10 yogyakarta,school,amenity:school,Depok/Mlati,-7.7799007,110.3785018,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:housenumber"": ""20"", ""addr:street"": ""Jalan Sagan"", ""amenity"": ""school"", ""building"": ""school"", ""check_date"": ""2025-07-24"", ""name"": ""SMP Muhammadiyah 10 Yogyakarta""}",false,false,true,false
OSM-1843,way,319259498,Sagan Hotel,sagan hotel,hotel,tourism:hotel,Depok/Mlati,-7.7801108,110.3764229,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Jalan Sagan"", ""building"": ""yes"", ""check_date"": ""2025-07-14"", ""name"": ""Sagan Hotel"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1844,way,319259507,Hotel Sala 3,hotel sala 3,hotel,tourism:hotel,Depok/Mlati,-7.7795835,110.3790347,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Hotel Sala 3"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1845,way,319259524,Carani Hotel,carani hotel,hotel,tourism:hotel,Depok/Mlati,-7.7798956,110.3793161,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Carani Hotel"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1846,way,319259536,BellyWise,bellywise,restaurant,amenity:restaurant,Depok/Mlati,-7.780401,110.3771306,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""BellyWise""}",false,true,false,false
OSM-1847,way,319259580,Sagan Huis Hotel,sagan huis hotel,hotel,tourism:hotel,Depok/Mlati,-7.7812505,110.3775462,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""check_date"": ""2025-07-14"", ""name"": ""Sagan Huis Hotel"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1848,way,329422604,Pondok Karya Student Homestay,pondok karya student homestay,hotel,tourism:hotel,Depok/Mlati,-7.758514,110.3770156,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:housenumber"": ""26"", ""addr:postcode"": ""55284"", ""addr:street"": ""Blok E"", ""building"": ""dormitory"", ""name"": ""Pondok Karya Student Homestay"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1849,way,332501414,Palm Kuning,palm kuning,restaurant,amenity:restaurant,Depok/Mlati,-7.7608051,110.3781888,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Blok B"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Palm Kuning""}",false,true,false,false
OSM-1850,way,332633991,LEIDEN Coffee & Work,leiden coffee & work,cafe,amenity:cafe,Depok/Mlati,-7.7612105,110.3785159,cafe,,,coffee_shop;bowl,Mo-Su 08:00-23:00,+6285156838948,https://instagram.com/leiden.coffee,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:city"": ""Sleman"", ""addr:housenumber"": ""No. 7"", ""addr:postcode"": ""55284"", ""addr:street"": ""Gang Dandangulo"", ""amenity"": ""cafe"", ""building"": ""yes"", ""cuisine"": ""coffee_shop;bowl"", ""delivery"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""internet_access:ssid"": ""LEIDEN Coffee & Work"", ""name"": ""LEIDEN Coffee & Work"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+6285156838948"", ""takeaway"": ""yes"", ""website"": ""https://instagram.com/leiden.coffee""}",false,true,false,false
OSM-1851,way,332633996,Mie Godiok,mie godiok,restaurant,amenity:restaurant,Depok/Mlati,-7.7591161,110.3766163,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Mie Godiok""}",false,true,false,false
OSM-1852,way,332633997,ToeToeng,toetoeng,restaurant,amenity:restaurant,Depok/Mlati,-7.7590252,110.3764769,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""ToeToeng""}",false,true,false,false
OSM-1853,way,332634007,Classic,classic,restaurant,amenity:restaurant,Depok/Mlati,-7.7600183,110.3763048,restaurant,,,,11:00-22:00,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Classic"", ""opening_hours"": ""11:00-22:00""}",false,true,false,false
OSM-1854,way,336036972,Tembok Batu Residence,tembok batu residence,hotel,tourism:hotel,Depok/Mlati,-7.7718837,110.3709765,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""name"": ""Tembok Batu Residence"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1855,way,338123597,Plaza Agro Gadjah Mada,plaza agro gadjah mada,retail,shop:convenience,Depok/Mlati,-7.7680174,110.3870543,,,convenience,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Plaza Agro Gadjah Mada"", ""shop"": ""convenience""}",false,false,false,true
OSM-1856,way,338261229,TIPS,tips,restaurant,amenity:restaurant,Depok,-7.7783113,110.3937751,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""TIPS""}",false,true,false,false
OSM-1857,way,340072459,Vegie House,vegie house,retail,shop:convenience,Depok/Mlati,-7.7817908,110.3616568,,,convenience,,,+62 24 7563677,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:housenumber"": ""84"", ""addr:street"": ""Jl. Poncowinatan"", ""building"": ""yes"", ""contact:mobile"": ""+62 818 0415 0555;+62 858 7888 8788"", ""contact:phone"": ""+62 24 7563677"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Vegie House"", ""shop"": ""convenience""}",false,false,false,true
OSM-1858,way,340095955,SMA Kolese De Britto,sma kolese de britto,school,amenity:school,Depok,-7.781941,110.3932684,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""addr:full"": ""Jalan Laksda Adisucipto No. 161"", ""amenity"": ""school"", ""name"": ""SMA Kolese De Britto"", ""operator:type"": ""private"", ""school:type_idn"": ""sma"", ""source"": ""survey""}",false,false,true,false
OSM-1859,way,340169796,Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA) UNY,fakultas matematika dan ilmu pengetahuan alam (fmipa) uny,school,amenity:school,Depok/Mlati,-7.7744372,110.3861051,school,,,,,,https://fmipa.uny.ac.id/,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""school"", ""name"": ""Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA) UNY"", ""website"": ""https://fmipa.uny.ac.id/""}",false,false,true,false
OSM-1860,way,340182369,Fakultas Ekonomi dan Bisnis (FEB) UNY,fakultas ekonomi dan bisnis (feb) uny,university,amenity:university,Depok/Mlati,-7.773532,110.3865216,university,,,,,,http://fe.uny.ac.id,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""university"", ""name"": ""Fakultas Ekonomi dan Bisnis (FEB) UNY"", ""website"": ""http://fe.uny.ac.id""}",false,false,true,false
OSM-1861,way,340182370,"Fakultas Ilmu Sosial, Hukum, dan Ilmu Politik (FISHIPOL) UNY","fakultas ilmu sosial, hukum, dan ilmu politik (fishipol) uny",university,amenity:university,Depok/Mlati,-7.7735998,110.3877866,university,,,,,,http://fis.uny.ac.id,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""university"", ""name"": ""Fakultas Ilmu Sosial, Hukum, dan Ilmu Politik (FISHIPOL) UNY"", ""website"": ""http://fis.uny.ac.id""}",false,false,true,false
OSM-1862,way,340430753,SDN Sendangadi 2,sdn sendangadi 2,school,amenity:school,Depok/Mlati/Ngaglik Selatan,-7.730276,110.374406,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:09:35.619220+00:00,"{""amenity"": ""school"", ""name"": ""SDN Sendangadi 2""}",false,false,true,false
OSM-1863,way,340859168,SD Eksperimental Mangunan GO,sd eksperimental mangunan go,school,amenity:school,Depok/Mlati,-7.7837342,110.3641056,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""alt_name"": ""SD Eksperimental Mangunan Gowongan"", ""amenity"": ""school"", ""building"": ""yes"", ""name"": ""SD Eksperimental Mangunan GO"", ""operator"": ""Yayasan Dinamika Edukasi Dasar""}",false,false,true,false
OSM-1864,way,341994079,Simply Homy Guest House,simply homy guest house,guest_house,tourism:guest_house,Depok/Mlati,-7.7572702,110.376221,,guest_house,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Simply Homy Guest House"", ""tourism"": ""guest_house""}",false,false,false,true
OSM-1865,way,341994080,Warung Maharasa 12,warung maharasa 12,restaurant,amenity:restaurant,Depok/Mlati,-7.7560269,110.3762854,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Warung Maharasa 12""}",false,true,false,false
OSM-1866,way,341994107,Radhisha House Exclusive Kost,radhisha house exclusive kost,hotel,tourism:hotel,Depok/Mlati,-7.7574128,110.3753259,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Radhisha House Exclusive Kost"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1867,way,346290143,Phuket,phuket,restaurant,amenity:restaurant,Depok,-7.7791853,110.392295,restaurant,,,thai,11:00-22:00,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""addr:city"": ""Yogyakarta"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""55281"", ""addr:street"": ""JL Demangan Baru"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""capacity"": ""40"", ""cuisine"": ""thai"", ""name"": ""Phuket"", ""opening_hours"": ""11:00-22:00""}",false,true,false,false
OSM-1868,way,349869799,h boutique hotel,h boutique hotel,hotel,tourism:hotel,Depok/Mlati,-7.7817718,110.3790729,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Jalan Prof. Dr. Yohanes"", ""building"": ""yes"", ""name"": ""h boutique hotel"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1869,way,350242814,Babarsari TB 18 No 1 C,babarsari tb 18 no 1 c,guest_house,tourism:guest_house,Depok,-7.7737519,110.4172454,,guest_house,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""building"": ""yes"", ""check_date"": ""2024-02-24"", ""name"": ""Babarsari TB 18 No 1 C"", ""name:id"": ""Babarsari TB 18 No 1 C"", ""tourism"": ""guest_house""}",false,false,false,true
OSM-1870,way,352253872,Rumah Makan Duta Minang,rumah makan duta minang,restaurant,amenity:restaurant,Depok/Mlati,-7.7625288,110.3800912,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""building"": ""yes"", ""name"": ""Rumah Makan Duta Minang""}",false,true,false,false
OSM-1871,way,352253873,RM Padang Sederhana,rm padang sederhana,restaurant,amenity:restaurant,Depok/Mlati,-7.7572618,110.3824393,restaurant,,,indonesian;regional,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Jalan Kaliurang"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""indonesian;regional"", ""diet:halal"": ""yes"", ""name"": ""RM Padang Sederhana""}",false,true,false,false
OSM-1872,way,352269156,Sate Maranggi,sate maranggi,restaurant,amenity:restaurant,Depok/Mlati,-7.7636648,110.3793658,restaurant,,,indonesian,,+6226181310858,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:city"": ""Sleman"", ""addr:housenumber"": ""36"", ""addr:street"": ""Jalan Kaliurang"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""contact:phone"": ""+6226181310858"", ""cuisine"": ""indonesian"", ""name"": ""Sate Maranggi""}",false,true,false,false
OSM-1873,way,352269167,Artotel Hotel Yogyakarta,artotel hotel yogyakarta,hotel,tourism:hotel,Depok/Mlati,-7.7565665,110.3822399,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Artotel Hotel Yogyakarta"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1874,way,352269176,Gading Mas Swalayan,gading mas swalayan,retail,shop:supermarket,Depok/Mlati,-7.7623181,110.3802678,,,supermarket,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:city"": ""Sleman"", ""addr:street"": ""Jalan Kaliurang"", ""building"": ""yes"", ""currency:IDR"": ""yes"", ""name"": ""Gading Mas Swalayan"", ""shop"": ""supermarket""}",false,false,false,true
OSM-1875,way,352734975,Grand Zuri Hotel,grand zuri hotel,hotel,tourism:hotel,Depok/Mlati,-7.7876363,110.3669214,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Grand Zuri Hotel"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1876,way,354248181,Pasar Sambilegi Sleman,pasar sambilegi sleman,marketplace,amenity:marketplace,Depok,-7.7830832,110.4324953,marketplace,,,,05:00-12:00,,https://pasarsambilegi.id/,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""access:roof"": ""no"", ""addr:city"": ""Sleman"", ""addr:full"": ""Jalan Solo KM 9"", ""addr:postcode"": ""55281"", ""addr:street"": ""Jalan Jogja - Solo Km 8"", ""amenity"": ""marketplace"", ""building:condition"": ""good"", ""building:floor"": ""tekhel"", ""building:levels"": ""1"", ""building:material"": ""brick"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""capacity:persons"": ""250-500"", ""marketplace:authority"": ""officially_managed"", ""marketplace:type"": ""mixed"", ""name"": ""Pasar Sambilegi Sleman"", ""opening_hours"": ""05:00-12:00"", ""source"": ""survey"", ""website"": ""https://pasarsambilegi.id/""}",false,false,false,true
OSM-1877,way,356733258,Tom's Milk,tom's milk,cafe,amenity:cafe,Depok,-7.7753355,110.4088518,cafe,,,,Mo-Su 16:00-23:00,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""addr:street"": ""Gang Garuni II"", ""amenity"": ""cafe"", ""building"": ""yes"", ""check_date:opening_hours"": ""2024-12-20"", ""contact:instagram"": ""tomsmilk.id"", ""email"": ""tomsmilk.yk@gmail.com"", ""name"": ""Tom's Milk"", ""opening_hours"": ""Mo-Su 16:00-23:00""}",false,true,false,false
OSM-1878,way,358806296,Intisari,intisari,retail,shop:supermarket,Depok/Mlati,-7.7943569,110.3777258,,,supermarket,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Intisari"", ""shop"": ""supermarket""}",false,false,false,true
OSM-1879,way,361926402,Lippo Plaza Jogja,lippo plaza jogja,retail,shop:mall,Depok,-7.7840088,110.3905448,,,mall,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""access:roof"": ""yes"", ""addr:city"": ""yogyakarta"", ""addr:full"": ""Jalan Laksda Adisucipto No.32-34, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221"", ""air_conditioning"": ""yes"", ""building"": ""mall"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:levels"": ""9"", ""building:material"": ""glass"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""capacity:persons"": ""100-250"", ""contact:facebook"": ""https://www.facebook.com/LippoPlazaYK"", ""name"": ""Lippo Plaza Jogja"", ""shop"": ""mall"", ""source"": ""survey"", ""stroller"": ""yes"", ""wheelchair"": ""yes"", ""wikidata"": ""Q19728490"", ""wikipedia"": ""id:Lippo Plaza Jogja""}",false,false,false,true
OSM-1880,way,362016271,warung laris,warung laris,food_court,amenity:food_court,Depok/Mlati,-7.7553041,110.3644577,food_court,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""food_court"", ""building"": ""yes"", ""name"": ""warung laris""}",false,true,false,false
OSM-1881,way,362016360,Bale Tardian Homestay,bale tardian homestay,hotel,tourism:hotel,Depok/Mlati,-7.755839,110.364373,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""name"": ""Bale Tardian Homestay"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1882,way,362029220,Rumah Tahfidz Daarul Qur'an Matahati,rumah tahfidz daarul qur'an matahati,school,amenity:school,Depok/Mlati,-7.7592633,110.3661713,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""school"", ""building"": ""yes"", ""name"": ""Rumah Tahfidz Daarul Qur'an Matahati""}",false,false,true,false
OSM-1883,way,362031330,Galuh Anindita Hotel Yogyakarta,galuh anindita hotel yogyakarta,hotel,tourism:hotel,Depok/Mlati,-7.7816238,110.3768878,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""check_date"": ""2025-08-01"", ""name"": ""Galuh Anindita Hotel Yogyakarta"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1884,way,362031920,RedDoorz Syariah near Galeria Mall Yogyakarta,reddoorz syariah near galeria mall yogyakarta,hotel,tourism:hotel,Depok/Mlati,-7.7814684,110.3779389,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""building"": ""yes"", ""check_date"": ""2025-07-13"", ""name"": ""RedDoorz Syariah near Galeria Mall Yogyakarta"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1885,way,362041086,SDN Kledokan,sdn kledokan,school,amenity:school,Depok,-7.7799925,110.4109735,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""addr:full"": ""Jalan Garuni III, Kledokan"", ""amenity"": ""school"", ""name"": ""SDN Kledokan"", ""operator:type"": ""government"", ""school:type_idn"": ""sd"", ""source"": ""survey"", ""wheelchair"": ""yes""}",false,false,true,false
OSM-1886,way,362042858,Swiss Boutique Hotel,swiss boutique hotel,hotel,tourism:hotel,Depok/Mlati,-7.7826014,110.3742928,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:city"": ""Yogyakarta"", ""addr:street"": ""Jalan Jenderal Sudirman"", ""air_conditioning"": ""yes"", ""building"": ""yes"", ""name"": ""Swiss Boutique Hotel"", ""tourism"": ""hotel""}",false,false,false,true
OSM-1887,way,362043186,SMA BUDYA WACANA,sma budya wacana,school,amenity:school,Depok/Mlati,-7.7788647,110.3748182,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""access:roof"": ""no"", ""addr:full"": ""Jalan Cik Di Tiro Gk V"", ""amenity"": ""school"", ""building"": ""school"", ""building:condition"": ""good"", ""building:levels"": ""1"", ""building:material"": ""concrete"", ""building:roof"": ""tin"", ""building:structure"": ""confined_masonry"", ""capacity:persons"": ""250-500"", ""name"": ""SMA BUDYA WACANA"", ""operator:type"": ""private"", ""school:type_idn"": ""sma"", ""source"": ""survey""}",false,false,true,false
